"transect_id","survey_date","Transect_site","site_lat","site_lon","site_habitat","specific_site","length_m","length_validty","visibility_m","visibility_confidence","turn","temp_deg_c","track_name","obs_num","sp_visual_identification","sex","disk_width_cm","width_validity","activity","obs_lat","obs_lon","depth_m","depth_accuracy","water_temp_c","obs_habitat","photo_name","Observation_time","concurring_observation","dive_type","Observation_in_transect"
"43999Gador ShallowNo1.237m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",237,1,7.5,2,"",NA,"200617 0726.kml",155,"Dasiyatis chrysonota","F-vis preg.",40,2,"hidden in sand",NA,NA,4.5,1,NA,"sand","8770","",NA,"Snorkling+freedives",12
"43999Gador ShallowNo1.237m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",237,1,7.5,2,"",NA,"200617 0726.kml",156,"Dasiyatis pastinaca","F-vis preg.",35,2,"hidden in sand",NA,NA,4.5,1,NA,"sand","8774","",NA,"Snorkling+freedives",12
"43999Gador ShallowNo1.237m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",237,1,7.5,2,"",NA,"200617 0726.kml",157,"Dasiyatis pastinaca","F-vis preg.",35,2,"hidden in sand",NA,NA,4.5,1,NA,"sand","8774","",NA,"Snorkling+freedives",12
"43999Gador ShallowNo1.237m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",237,1,7.5,2,"",NA,"200617 0726.kml",158,"Dasiyatis pastinaca","F-vis preg.",35,2,"hidden in sand",NA,NA,5,1,NA,"sand next to rock rim","8804","",NA,"Snorkling+freedives",12
"43999Gador ShallowNo1.237m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",237,1,7.5,2,"",NA,"200617 0726.kml",159,"Dasiyatis pastinaca","F-vis preg.",40,2,"hidden in sand",NA,NA,5,1,NA,"sand next to rock rim","","",NA,"Snorkling+freedives",12
"43999Gador ShallowNo1.237m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",237,1,7.5,2,"",NA,"200617 0726.kml",160,"Guitarfish","",100,2,"hidden in sand",NA,NA,5,1,NA,"sand next to rock rim","8771","",NA,"Snorkling+freedives",12
"43999Gador ShallowNo1.237m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",237,1,7.5,2,"",NA,"200617 0726.kml",161,"Dasiyatis pastinaca","F",45,2,"swimming",NA,NA,5,1,NA,"sand next to rock rim","-","",NA,"Snorkling+freedives",12
"43999Gador ShallowNo1.237m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",237,1,7.5,2,"",NA,"200617 0726.kml",162,"Dasiyatis pastinaca","M",NA,NA,"swimming",NA,NA,NA,NA,NA,"sand next to rock rim","-","",NA,"Snorkling+freedives",12
"43999Gador ShallowNo2.668m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",668,1,7.5,2,"",NA,"200617 0726.kml",163,"Taeniurops grabatus","F",NA,NA,"resting",NA,NA,3,1,NA,"rock","8772","",NA,"Snorkling+freedives",23
"43999Gador ShallowNo2.668m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",668,1,7.5,2,"",NA,"200617 0726.kml",164,"Dasiyatis chrysonota","F",40,2,"hidden in sand",NA,NA,NA,NA,NA,"sand pool","8875","",NA,"Snorkling+freedives",23
"43999Gador ShallowNo2.668m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",668,1,7.5,2,"",NA,"200617 0726.kml",165,"Dasiyatis chrysonota","F-vis preg.",40,2,"hidden in sand",NA,NA,NA,NA,NA,"sand pool","8876","",NA,"Snorkling+freedives",23
"43999Gador ShallowNo2.668m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",668,1,7.5,2,"",NA,"200617 0726.kml",166,"Dasiyatis pastinaca","F-vis preg.",NA,2,"hidden in sand",NA,NA,NA,NA,NA,"sand pool","8880","",NA,"Snorkling+freedives",23
"43999Gador ShallowNo2.668m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",668,1,7.5,2,"",NA,"200617 0726.kml",167,"Dasiyatis chrysonota","F-vis preg.",NA,2,"resting",NA,NA,NA,NA,NA,"sand pool","8880","",NA,"Snorkling+freedives",23
"43999Gador ShallowNo2.668m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",668,1,7.5,2,"",NA,"200617 0726.kml",168,"Dasiyatis pastinaca","F",35,2,"hidden in sand",NA,NA,NA,NA,NA,"sand pool","8881","",1,"Snorkling+freedives",23
"43999Gador ShallowNo2.668m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",668,1,7.5,2,"",NA,"200617 0726.kml",169,"Dasiyatis pastinaca","F",35,2,"hidden in sand",NA,NA,NA,NA,NA,"sand pool","8882","",1,"Snorkling+freedives",23
"43999Gador ShallowNo2.668m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",668,1,7.5,2,"",NA,"200617 0726.kml",170,"Dasiyatis pastinaca","F",40,2,"hidden in sand",NA,NA,NA,NA,NA,"sand pool","","",1,"Snorkling+freedives",23
"43999Gador ShallowNo2.668m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",668,1,7.5,2,"",NA,"200617 0726.kml",171,"Dasiyatis pastinaca","F",40,2,"hidden in sand",NA,NA,NA,NA,NA,"sand pool","","",1,"Snorkling+freedives",23
"43999Gador ShallowNo2.668m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",668,1,7.5,2,"",NA,"200617 0726.kml",172,"Dasiyatis pastinaca","F",45,2,"hidden in sand",NA,NA,NA,NA,NA,"sand pool","","",1,"Snorkling+freedives",23
"43999Gador ShallowNo2.668m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",668,1,7.5,2,"",NA,"200617 0726.kml",173,"Dasiyatis pastinaca","F",45,2,"hidden in sand",NA,NA,NA,NA,NA,"sand pool","8883","",1,"Snorkling+freedives",23
"43999Gador ShallowNo2.668m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",668,1,7.5,2,"",NA,"200617 0726.kml",174,"Dasiyatis pastinaca","F",55,2,"hidden in sand",NA,NA,NA,NA,NA,"sand pool","8883","",1,"Snorkling+freedives",23
"43999Gador ShallowNo2.668m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",668,1,7.5,2,"",NA,"200617 0726.kml",175,"Dasiyatis pastinaca","F",55,2,"hidden in sand",NA,NA,NA,NA,NA,"sand pool","8883","",1,"Snorkling+freedives",23
"43999Gador ShallowNo2.668m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",668,1,7.5,2,"",NA,"200617 0726.kml",176,"Guitarfish","",100,2,"swimming",NA,NA,NA,NA,NA,"sand pool","8883","",NA,"Snorkling+freedives",23
"43999Gador ShallowNo2.668m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",668,1,7.5,2,"",NA,"200617 0726.kml",177,"Guitarfish","",80,2,"swimming",NA,NA,NA,NA,NA,"sand pool","8883","",NA,"Snorkling+freedives",23
"43999Gador ShallowNo2.668m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",668,1,7.5,2,"",NA,"200617 0726.kml",178,"Dasiyatis pastinaca","F",40,2,"hidden in sand",NA,NA,NA,NA,NA,"sand pool","","",NA,"Snorkling+freedives",23
"43999Gador ShallowNo2.668m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",668,1,7.5,2,"",NA,"200617 0726.kml",179,"Dasiyatis pastinaca","F",35,2,"resting",NA,NA,2.5,1,NA,"rock","8890","",NA,"Snorkling+freedives",23
"43999Gador ShallowNo2.668m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",668,1,7.5,2,"",NA,"200617 0726.kml",180,"Dasiyatis pastinaca","F",40,2,"hidden in sand",NA,NA,3.5,1,NA,"sand pool","8892","",NA,"Snorkling+freedives",23
"43999Gador ShallowNo2.668m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",668,1,7.5,2,"",NA,"200617 0726.kml",181,"Dasiyatis pastinaca","F",35,2,"hidden in sand",NA,NA,NA,NA,NA,"sand pool","8893","",NA,"Snorkling+freedives",23
"43999Gador ShallowNo2.668m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",668,1,7.5,2,"",NA,"200617 0726.kml",182,"Dasiyatis pastinaca","F",30,2,"hidden in sand",NA,NA,NA,NA,NA,"sand pool","8896","",NA,"Snorkling+freedives",23
"43999Gador ShallowNo2.668m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",668,1,7.5,2,"",NA,"200617 0726.kml",183,"Dasiyatis pastinaca","",30,2,"swimming",NA,NA,NA,NA,NA,"rock","8896","",NA,"Snorkling+freedives",23
"43999Gador ShallowNo2.668m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",668,1,7.5,2,"",NA,"200617 0726.kml",184,"Dasiyatis chrysonota","F",40,2,"hidden in sand",NA,NA,NA,NA,NA,"sand pool","8899","",NA,"Snorkling+freedives",23
"43999Gador ShallowNo2.668m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",668,1,7.5,2,"",NA,"200617 0726.kml",185,"Dasiyatis pastinaca","F",35,2,"hidden in sand",NA,NA,NA,NA,NA,"sand pool","8902","",NA,"Snorkling+freedives",23
"43999Gador ShallowNo3.217m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",217,1,7.5,2,"",NA,"200617 0726.kml",186,"Dasiyatis pastinaca","F",40,2,"hidden in sand",NA,NA,3,1,NA,"sand","8904","",NA,"Snorkling+freedives",6
"43999Gador ShallowNo3.217m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",217,1,7.5,2,"",NA,"200617 0726.kml",187,"Dasiyatis pastinaca","F",35,2,"hidden in sand",NA,NA,2,1,NA,"","8907","",NA,"Snorkling+freedives",6
"43999Gador ShallowNo3.217m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",217,1,7.5,2,"",NA,"200617 0726.kml",188,"Dasiyatis pastinaca","M",35,2,"swimming",NA,NA,0.5,1,NA,"rock","8908","",NA,"Snorkling+freedives",6
"43999Gador ShallowNo3.217m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",217,1,7.5,2,"",NA,"200617 0726.kml",189,"Dasiyatis pastinaca","F",40,2,"swimming",NA,NA,1.5,1,NA,"rock","","",NA,"Snorkling+freedives",6
"43999Gador ShallowNo3.217m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",217,1,7.5,2,"",NA,"200617 0726.kml",190,"Dasiyatis pastinaca","F",30,2,"hidden in sand",NA,NA,2,1,NA,"sand pool","","",NA,"Snorkling+freedives",6
"43999Gador ShallowNo3.217m",2020-06-17,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",217,1,7.5,2,"",NA,"200617 0726.kml",191,"Dasiyatis pastinaca","F-vis preg.",40,2,"hidden in sand",NA,NA,2,1,NA,"sand","","",NA,"Snorkling+freedives",6
"44017Gador ShallowNo1.384m",2020-07-05,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",384,1,9,1,"",NA,"200705_gd_shallow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"44017Gador ShallowNo2.279m",2020-07-05,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",279,1,9,1,"",NA,"200705_gd_shallow",200,"Dasiyatis chrysonota","F",35,2,"swimming",NA,NA,3.9,1,NA,"sand pool","","8:00",NA,"Snorkling+freedives",1
"44017Gador ShallowNo3.667m",2020-07-05,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",667,1,9,1,"",NA,"200705_gd_shallow",201,"Dasiyatis pastinaca","M",38,2,"swimming",NA,NA,4.8,1,NA,"sand pool","","8:08",NA,"Snorkling+freedives",1
"44017Gador ShallowNo4.206m",2020-07-05,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",206,1,9,1,"",NA,"200705_gd_shallow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"44017Gador ShallowNo5.425m",2020-07-05,"Gador Reserve",32.41921,34.87021,"R","Shahar shallow Transect",425,1,9,1,"",NA,"200705_gd_shallow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"44118Gador DeepNo1.850m",2020-10-14,"Gador Deep",32.42213,34.8656,"","Kushi deep entry",850,1,15,2,"",NA,"201014-0714.kml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"44118Gador DeepNo2.800m",2020-10-14,"Gador Deep",32.42213,34.8656,"S-R","Gador Deep",800,1,15,2,"W",28.4,"201014-0714.kml",205,"Dasiyatis pastinaca","F",NA,NA,"hidden in sand",NA,NA,NA,NA,28.4,"sand","8","9:07",NA,"Snorkling+freedives",5
"44118Gador DeepNo2.800m",2020-10-14,"Gador Deep",32.42213,34.8656,"S-R","Gador Deep",800,1,15,2,"W",28.4,"201014-0714.kml",206,"Dasiyatis chrysonota","F",NA,NA,"swimming",NA,NA,NA,NA,28.4,"","10","9:07",NA,"Snorkling+freedives",5
"44118Gador DeepNo2.800m",2020-10-14,"Gador Deep",32.42213,34.8656,"S-R","Gador Deep",800,1,15,2,"W",28.4,"201014-0714.kml",207,"Dasiyatis pastinaca","M",NA,NA,"hidden in sand",NA,NA,NA,NA,28.4,"","14","9:47",NA,"Snorkling+freedives",5
"44118Gador DeepNo2.800m",2020-10-14,"Gador Deep",32.42213,34.8656,"S-R","Gador Deep",800,1,15,2,"W",28.4,"201014-0714.kml",208,"Dasiyatis pastinaca","",NA,NA,"swimming",NA,NA,NA,NA,28.4,"","15","9:53",NA,"Snorkling+freedives",5
"44118Gador DeepNo2.800m",2020-10-14,"Gador Deep",32.42213,34.8656,"S-R","Gador Deep",800,1,15,2,"W",28.4,"201014-0714.kml",209,"Dasiyatis pastinaca","F",NA,NA,"swimming",NA,NA,NA,NA,28.4,"","16","10:18",NA,"Snorkling+freedives",5
"44118Gador DeepNo3.1500m",2020-10-14,"Gador Deep",32.42213,34.8656,"S-R","Gador Deep",1500,1,15,2,"W",28.4,"201014.kml",210,"Dasiyatis pastinaca","",NA,NA,"",NA,NA,NA,NA,28.4,"","","",NA,"Snorkling+freedives",8
"44118Gador DeepNo3.1500m",2020-10-14,"Gador Deep",32.42213,34.8656,"S-R","Gador Deep",1500,1,15,2,"W",28.4,"201014.kml",211,"Dasiyatis pastinaca","",NA,NA,"",NA,NA,NA,NA,28.4,"","","",NA,"Snorkling+freedives",8
"44118Gador DeepNo3.1500m",2020-10-14,"Gador Deep",32.42213,34.8656,"S-R","Gador Deep",1500,1,15,2,"W",28.4,"201014.kml",212,"Dasiyatis pastinaca","",NA,NA,"",NA,NA,NA,NA,28.4,"","","",NA,"Snorkling+freedives",8
"44118Gador DeepNo3.1500m",2020-10-14,"Gador Deep",32.42213,34.8656,"S-R","Gador Deep",1500,1,15,2,"W",28.4,"201014.kml",213,"Dasiyatis pastinaca","",NA,NA,"",NA,NA,10.2,1,28.4,"","","",NA,"Snorkling+freedives",8
"44118Gador DeepNo3.1500m",2020-10-14,"Gador Deep",32.42213,34.8656,"S-R","Gador Deep",1500,1,15,2,"W",28.4,"201014.kml",214,"Dasiyatis pastinaca","",NA,NA,"",NA,NA,NA,NA,28.4,"","","",NA,"Snorkling+freedives",8
"44118Gador DeepNo3.1500m",2020-10-14,"Gador Deep",32.42213,34.8656,"S-R","Gador Deep",1500,1,15,2,"W",28.4,"201014.kml",215,"Dasiyatis pastinaca","",NA,NA,"",NA,NA,NA,NA,28.4,"","","",NA,"Snorkling+freedives",8
"44118Gador DeepNo3.1500m",2020-10-14,"Gador Deep",32.42213,34.8656,"S-R","Gador Deep",1500,1,15,2,"W",28.4,"201014.kml",216,"Dasiyatis pastinaca","",NA,NA,"",NA,NA,NA,NA,28.4,"","","",NA,"Snorkling+freedives",8
"44118Gador DeepNo3.1500m",2020-10-14,"Gador Deep",32.42213,34.8656,"S-R","Gador Deep",1500,1,15,2,"W",28.4,"201014.kml",217,"Aetomylaeus bovinus","F",NA,NA,"swimming",NA,NA,NA,NA,28.4,"","22-24","10:25",NA,"Snorkling+freedives",8
"44118Gador DeepNo4.730m",2020-10-14,"Gador Deep",32.42213,34.8656,"","50 deep entry",730,1,15,2,"",28.4,"201014.kml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"44121Gador ShallowNo1.1000m",2020-10-17,"Gador Reserve",32.41921,34.87021,"S-R","Secret shallow",1000,2,8,2,"W to S",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"44123Gador DeepNo1.1460m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",1460,1,13,2,"E",27,"201019_0725.kml",251,"Dasiyatis pastinaca","M",NA,NA,"swimming",NA,NA,NA,NA,27,"rock","34","9:05",NA,"Snorkling+freedives",26
"44123Gador DeepNo1.1460m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",1460,1,13,2,"E",27,"201019_0725.kml",252,"Himantura uarnak","F",NA,NA,"swimming",NA,NA,NA,NA,27,"rock","","",NA,"Snorkling+freedives",26
"44123Gador DeepNo1.1460m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",1460,1,13,2,"E",27,"201019_0725.kml",253,"Dasiyatis pastinaca","F",NA,NA,"swimming",NA,NA,NA,NA,27,"rock","35","9:18",NA,"Snorkling+freedives",26
"44123Gador DeepNo1.1460m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",1460,1,13,2,"E",27,"201019_0725.kml",254,"Dasiyatis pastinaca","F",NA,NA,"swimming",NA,NA,NA,NA,27,"rock","","",NA,"Snorkling+freedives",26
"44123Gador DeepNo1.1460m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",1460,1,13,2,"E",27,"201019_0725.kml",255,"Dasiyatis pastinaca","F",NA,NA,"swimming",NA,NA,NA,NA,27,"rock","","",NA,"Snorkling+freedives",26
"44123Gador DeepNo1.1460m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",1460,1,13,2,"E",27,"201019_0725.kml",256,"Dasiyatis pastinaca","F",NA,NA,"swimming",NA,NA,NA,NA,27,"rock","38","9:45",NA,"Snorkling+freedives",26
"44123Gador DeepNo1.1460m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",1460,1,13,2,"E",27,"201019_0725.kml",257,"Dasiyatis pastinaca","F",NA,NA,"resting",NA,NA,8.6,1,27,"sand","37","9:23",NA,"Snorkling+freedives",26
"44123Gador DeepNo1.1460m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",1460,1,13,2,"E",27,"201019_0725.kml",258,"Dasiyatis pastinaca","",NA,NA,"swimming",NA,NA,NA,NA,27,"rock","39","9:54",NA,"Snorkling+freedives",26
"44123Gador DeepNo1.1460m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",1460,1,13,2,"E",27,"201019_0725.kml",259,"Dasiyatis chrysonota","",NA,NA,"swimming",NA,NA,NA,NA,27,"rock","40","9:56",NA,"Snorkling+freedives",26
"44123Gador DeepNo1.1460m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",1460,1,13,2,"E",27,"201019_0725.kml",260,"Dasiyatis pastinaca","",NA,NA,"resting",NA,NA,10.2,1,27,"sand","","",NA,"Snorkling+freedives",26
"44123Gador DeepNo1.1460m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",1460,1,13,2,"E",27,"201019_0725.kml",261,"Dasiyatis pastinaca","",NA,NA,"swimming",NA,NA,NA,NA,27,"sand","41","9:57",NA,"Snorkling+freedives",26
"44123Gador DeepNo1.1460m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",1460,1,13,2,"E",27,"201019_0725.kml",262,"Dasiyatis pastinaca","",NA,NA,"hidden in sand",NA,NA,NA,NA,27,"sand","42","10:02",NA,"Snorkling+freedives",26
"44123Gador DeepNo1.1460m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",1460,1,13,2,"E",27,"201019_0725.kml",263,"Dasiyatis pastinaca","",NA,NA,"",NA,NA,NA,NA,27,"","","",NA,"Snorkling+freedives",26
"44123Gador DeepNo1.1460m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",1460,1,13,2,"E",27,"201019_0725.kml",264,"Dasiyatis pastinaca","",NA,NA,"",NA,NA,NA,NA,27,"","","",NA,"Snorkling+freedives",26
"44123Gador DeepNo1.1460m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",1460,1,13,2,"E",27,"201019_0725.kml",265,"Dasiyatis pastinaca","",NA,NA,"",NA,NA,NA,NA,27,"","","",NA,"Snorkling+freedives",26
"44123Gador DeepNo1.1460m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",1460,1,13,2,"E",27,"201019_0725.kml",266,"Dasiyatis pastinaca","",NA,NA,"",NA,NA,NA,NA,27,"","","",NA,"Snorkling+freedives",26
"44123Gador DeepNo1.1460m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",1460,1,13,2,"E",27,"201019_0725.kml",267,"Dasiyatis pastinaca","",NA,NA,"",NA,NA,NA,NA,27,"","","",NA,"Snorkling+freedives",26
"44123Gador DeepNo1.1460m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",1460,1,13,2,"E",27,"201019_0725.kml",268,"Dasiyatis pastinaca","",NA,NA,"",NA,NA,NA,NA,27,"","","",NA,"Snorkling+freedives",26
"44123Gador DeepNo1.1460m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",1460,1,13,2,"E",27,"201019_0725.kml",269,"Dasiyatis pastinaca","",NA,NA,"",NA,NA,NA,NA,27,"","","",NA,"Snorkling+freedives",26
"44123Gador DeepNo1.1460m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",1460,1,13,2,"E",27,"201019_0725.kml",270,"Dasiyatis pastinaca","",NA,NA,"",NA,NA,NA,NA,27,"","","",NA,"Snorkling+freedives",26
"44123Gador DeepNo1.1460m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",1460,1,13,2,"E",27,"201019_0725.kml",271,"Dasiyatis pastinaca","",NA,NA,"",NA,NA,NA,NA,27,"","","",NA,"Snorkling+freedives",26
"44123Gador DeepNo1.1460m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",1460,1,13,2,"E",27,"201019_0725.kml",272,"Dasiyatis pastinaca","",NA,NA,"",NA,NA,NA,NA,27,"","","",NA,"Snorkling+freedives",26
"44123Gador DeepNo1.1460m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",1460,1,13,2,"E",27,"201019_0725.kml",273,"Dasiyatis pastinaca","",NA,NA,"",NA,NA,NA,NA,27,"","","",NA,"Snorkling+freedives",26
"44123Gador DeepNo1.1460m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",1460,1,13,2,"E",27,"201019_0725.kml",274,"Dasiyatis pastinaca","",NA,NA,"",NA,NA,NA,NA,27,"","","",NA,"Snorkling+freedives",26
"44123Gador DeepNo1.1460m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",1460,1,13,2,"E",27,"201019_0725.kml",275,"Dasiyatis pastinaca","",NA,NA,"",NA,NA,NA,NA,27,"","","",NA,"Snorkling+freedives",26
"44123Gador DeepNo1.1460m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",1460,1,13,2,"E",27,"201019_0725.kml",276,"Dasiyatis pastinaca","",NA,NA,"",NA,NA,NA,NA,27,"","","",NA,"Snorkling+freedives",26
"44123Gador DeepNo2.2350m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",2350,1,13,2,"W",27,"201019_Gdor Deep Yotam+tal.gpx",218,"Dasiyatis pastinaca","F",NA,NA,"resting",NA,NA,NA,NA,27,"sand","760","7:44",NA,"Snorkling+freedives",33
"44123Gador DeepNo2.2350m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",2350,1,13,2,"W",27,"201019_Gdor Deep Yotam+tal.gpx",219,"Dasiyatis pastinaca","F",NA,NA,"resting",NA,NA,NA,NA,27,"sand next to rock rim","763","7:49",NA,"Snorkling+freedives",33
"44123Gador DeepNo2.2350m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",2350,1,13,2,"W",27,"201019_Gdor Deep Yotam+tal.gpx",220,"Dasiyatis pastinaca","F",NA,NA,"swimming",NA,NA,NA,NA,27,"sand next to rock rim","765","8:01",NA,"Snorkling+freedives",33
"44123Gador DeepNo2.2350m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",2350,1,13,2,"W",27,"201019_Gdor Deep Yotam+tal.gpx",221,"Dasiyatis pastinaca","F",NA,NA,"hidden in sand",NA,NA,NA,NA,27,"sand next to rock rim","768","8:03",NA,"Snorkling+freedives",33
"44123Gador DeepNo2.2350m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",2350,1,13,2,"W",27,"201019_Gdor Deep Yotam+tal.gpx",222,"Dasiyatis pastinaca","F",NA,NA,"hidden in sand",NA,NA,NA,NA,27,"sand","770","8:11",NA,"Snorkling+freedives",33
"44123Gador DeepNo2.2350m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",2350,1,13,2,"W",27,"201019_Gdor Deep Yotam+tal.gpx",223,"Dasiyatis pastinaca","F",NA,NA,"hidden in sand",NA,NA,NA,NA,27,"sand","776","8:16",NA,"Snorkling+freedives",33
"44123Gador DeepNo2.2350m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",2350,1,13,2,"W",27,"201019_Gdor Deep Yotam+tal.gpx",224,"Dasiyatis pastinaca","F",NA,NA,"social interaction",NA,NA,NA,NA,27,"sand","780","8:22",1,"Snorkling+freedives",33
"44123Gador DeepNo2.2350m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",2350,1,13,2,"W",27,"201019_Gdor Deep Yotam+tal.gpx",225,"Dasiyatis pastinaca","M",NA,NA,"social interaction",NA,NA,NA,NA,27,"sand","781","8:22",1,"Snorkling+freedives",33
"44123Gador DeepNo2.2350m",2020-10-19,"Gador Deep",32.42213,34.8656,"S-R","Gador Kushi to 50",2350,1,13,2,"W",27,"201019_Gdor Deep Yotam+tal.gpx",226,"Dasiyatis pastinaca","M",NA,NA,"social interaction",NA,NA,NA,NA,27,"sand","782","8:22",1,"Snorkling+freedives",33
